"project";"link";"area";"price_with_discount";"price_without_discount";"flat_id";"floor";"building_name";"section_number";"section_floors_count"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/58321/";"45";"8000000";"9780000";"58321";"11";"Дом 1";"1";"16"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/73298/";"33,7";"8000000";"8180000";"73298";"6";"Дом 2";"6";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56140/";"45";"8000000";"9680000";"56140";"9";"Дом 1";"1";"16"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/62444/";"45";"8000000";"9470000";"62444";"5";"Дом 1";"1";"16"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54727/";"43,9";"8000000";"10330000";"54727";"4";"Дом 2";"5";"11"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56278/";"45";"8000000";"9540000";"56278";"7";"Дом 1";"1";"16"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/62442/";"44,3";"8000000";"10570000";"62442";"14";"Дом 1";"1";"16"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/58325/";"45,8";"8000000";"10110000";"58325";"6";"Дом 1";"3";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/73602/";"47,2";"8000000";"10180000";"73602";"3";"Дом 2";"9";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/50046/";"42,3";"8000000";"10280000";"50046";"6";"Дом 1";"4";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/70085/";"39,9";"";"8010000";"70085";"8";"Дом 5-2";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/71862/";"42,6";"";"8010000";"71862";"9";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/71866/";"46,2";"";"8020000";"71866";"7";"Дом 3-1";"3";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/72300/";"43";"";"8050000";"72300";"8";"Дом 6-2";"3";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67038/";"37,9";"";"8060000";"67038";"14";"Дом 2-1";"5";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/71861/";"45,9";"";"8090000";"71861";"6";"Дом 3-1";"3";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/47700/";"38,4";"";"8120000";"47700";"8";"Дом 1";"2";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/72140/";"44,6";"";"8130000";"72140";"2";"Дом 6-2";"3";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/71879/";"45,9";"";"8140000";"71879";"5";"Дом 3-1";"6";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/71853/";"48,8";"";"8150000";"71853";"4";"Дом 3-1";"7";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48574/";"63,3";"8160000";"8860000";"48574";"4";"Дом 10";"2";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/72264/";"43";"";"8200000";"72264";"13";"Дом 6-2";"3";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72274/";"43";"";"8200000";"72274";"12";"Дом 6-2";"3";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/70090/";"47,1";"8220000";"9260000";"70090";"15";"Дом 5-2";"1";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/66665/";"57,4";"8220000";"9260000";"66665";"10";"Дом 3-1";"1";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/67885/";"32,6";"";"8230000";"67885";"3";"Дом 4";"8";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/67886/";"32,6";"";"8230000";"67886";"3";"Дом 4";"8";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/66685/";"42,9";"";"8250000";"66685";"10";"Дом 3-1";"1";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72286/";"52,6";"";"8250000";"72286";"7";"Дом 6-2";"3";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/66686/";"45,8";"";"8260000";"66686";"7";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/71884/";"45,8";"";"8260000";"71884";"6";"Дом 3-1";"1";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/40263/";"45,5";"";"8280000";"40263";"15";"Дом 7-1";"2";"17"
"Республики 205";"https://tyumen.brusnika.ru/flat/67904/";"45,9";"";"8290000";"67904";"6";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/71886/";"48,9";"";"8310000";"71886";"7";"Дом 3-1";"2";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/72179/";"43";"";"8320000";"72179";"16";"Дом 6-2";"3";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67136/";"46";"";"8370000";"67136";"2";"Дом 2-1";"1";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49034/";"55,9";"";"8410000";"49034";"7";"Дом 10";"5";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/67943/";"33";"";"8420000";"67943";"4";"Урбан-вилла 1";"1";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56382/";"55,9";"";"8430000";"56382";"12";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/66668/";"55,8";"";"8430000";"66668";"13";"Дом 3-1";"1";"18"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60146/";"34,5";"";"8470000";"60146";"2";"Урбан-вилла 1";"1";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/67924/";"35,6";"";"8480000";"67924";"7";"Дом 4";"8";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48867/";"55,9";"";"8500000";"48867";"7";"Дом 10";"1";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67232/";"46";"";"8530000";"67232";"4";"Дом 2-1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67250/";"44,4";"";"8540000";"67250";"3";"Дом 2-1";"1";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49012/";"59,1";"";"8550000";"49012";"7";"Дом 10";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56963/";"55,8";"";"8560000";"56963";"16";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67201/";"44,4";"";"8600000";"67201";"5";"Дом 2-1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/71359/";"46,2";"";"8600000";"71359";"2";"Дом 5-2";"3";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/73281/";"45,4";"";"8600000";"73281";"2";"Дом 5-2";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/73293/";"45,5";"";"8600000";"73293";"2";"Дом 5-2";"5";"6"
"Зарека";"https://tyumen.brusnika.ru/flat/70092/";"46,9";"";"8610000";"70092";"15";"Дом 5-2";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67268/";"44,4";"";"8630000";"67268";"6";"Дом 2-1";"1";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/66664/";"65";"8630000";"9490000";"66664";"11";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/54240/";"44";"";"8650000";"54240";"9";"Дом 2";"1";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/58381/";"43,9";"";"8650000";"58381";"9";"Дом 2";"1";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/72156/";"44,4";"";"8680000";"72156";"6";"Дом 6-2";"1";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67141/";"44,4";"";"8720000";"67141";"8";"Дом 2-1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67044/";"46,3";"";"8720000";"67044";"3";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/59896/";"64,8";"8730000";"10130000";"59896";"7";"Дом 3-1";"2";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46717/";"53,1";"";"8730000";"46717";"16";"Дом 8";"6";"17"
"Речной порт";"https://tyumen.brusnika.ru/flat/72243/";"54";"";"8730000";"72243";"3";"Дом 6-2";"3";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/70038/";"66,8";"8730000";"10030000";"70038";"5";"Дом 3-1";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/67931/";"35,3";"";"8740000";"67931";"6";"Дом 4";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/66865/";"45,4";"";"8740000";"66865";"3";"Дом 5-2";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/52524/";"45,1";"";"8750000";"52524";"4";"Дом 5-2";"3";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/66994/";"45,4";"";"8750000";"66994";"4";"Дом 5-2";"3";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/66993/";"45,1";"";"8760000";"66993";"6";"Дом 5-2";"3";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/71342/";"45,4";"";"8760000";"71342";"5";"Дом 5-2";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51771/";"60,9";"";"8780000";"51771";"5";"Дом 9";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/71877/";"36";"8790000";"8880000";"71877";"5";"Дом 3-1";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/72138/";"54";"";"8830000";"72138";"4";"Дом 6-2";"3";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/40008/";"45,7";"";"8840000";"40008";"17";"Дом 7-1";"1";"17"
"Речной порт";"https://tyumen.brusnika.ru/flat/72267/";"40";"";"8860000";"72267";"7";"Дом 6-2";"3";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43277/";"70,6";"";"8860000";"43277";"9";"Дом 7-2";"1";"25"
"Дом у озера";"https://tyumen.brusnika.ru/flat/63918/";"54,1";"8870000";"10290000";"63918";"4";"Дом у озера 3";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48600/";"62,7";"";"8890000";"48600";"2";"Дом 10";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/71878/";"37,2";"8890000";"8980000";"71878";"5";"Дом 3-1";"1";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/40092/";"67,1";"8890000";"10310000";"40092";"16";"Дом 7-1";"1";"17"
"Речной порт";"https://tyumen.brusnika.ru/flat/72165/";"44,8";"";"8940000";"72165";"11";"Дом 6-2";"2";"12"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60096/";"43,2";"";"8950000";"60096";"2";"Дом у озера 3";"4";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60136/";"43,2";"";"8950000";"60136";"2";"Дом у озера 3";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/56223/";"50,9";"";"8950000";"56223";"13";"Дом 5-2";"1";"16"
"Дом у озера";"https://tyumen.brusnika.ru/flat/46981/";"43,2";"";"8950000";"46981";"6";"Дом у озера 2";"2";""
"Зарека";"https://tyumen.brusnika.ru/flat/67056/";"40,2";"";"8960000";"67056";"2";"Дом 2-1";"3";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/47990/";"42,2";"";"8970000";"47990";"7";"Дом у озера 2";"2";""
"Дом у озера";"https://tyumen.brusnika.ru/flat/46986/";"42,9";"";"8970000";"46986";"7";"Дом у озера 2";"3";""
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/54212/";"61,7";"";"8970000";"54212";"5";"Дом 9";"4";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/67340/";"57,4";"";"8970000";"67340";"4";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/69676/";"45,1";"";"8980000";"69676";"9";"Дом 5-2";"3";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/67942/";"42,9";"";"8980000";"67942";"3";"Дом у озера 3";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/72229/";"38,4";"";"9000000";"72229";"5";"Дом 6-2";"2";"12"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52240/";"72,5";"";"9010000";"52240";"2";"Дом 9";"1";"17"
"Зарека";"https://tyumen.brusnika.ru/flat/71340/";"50,5";"";"9050000";"71340";"2";"Дом 5-2";"1";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/71860/";"57,4";"";"9100000";"71860";"9";"Дом 3-1";"1";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56139/";"79,3";"9110000";"10540000";"56139";"5";"Дом 9";"7";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52244/";"64,5";"";"9110000";"52244";"17";"Дом 9";"1";"17"
"Дом у озера";"https://tyumen.brusnika.ru/flat/67940/";"43,3";"";"9120000";"67940";"6";"Дом у озера 3";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/56230/";"50,9";"";"9120000";"56230";"4";"Дом 5-2";"1";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/60385/";"68,2";"";"9130000";"60385";"2";"Дом 9";"5";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67205/";"58,4";"";"9140000";"67205";"6";"Дом 2-1";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67109/";"57,9";"";"9180000";"67109";"12";"Дом 2-1";"5";"16"
"Речной порт";"https://tyumen.brusnika.ru/flat/72217/";"50,8";"";"9180000";"72217";"6";"Дом 6-2";"2";"12"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52250/";"63,3";"";"9190000";"52250";"5";"Дом 9";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/70061/";"69,8";"";"9190000";"70061";"7";"Дом 10";"4";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56080/";"78,9";"9200000";"10400000";"56080";"16";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/66677/";"78,9";"9220000";"10230000";"66677";"13";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67271/";"57,9";"";"9220000";"67271";"15";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67918/";"50,4";"";"9240000";"67918";"7";"Дом 5-2";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/68680/";"61,1";"9250000";"9950000";"68680";"6";"Дом 5-2";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/66688/";"57,4";"";"9260000";"66688";"11";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/56229/";"52,2";"";"9260000";"56229";"2";"Дом 5-2";"1";"16"
"Речной порт";"https://tyumen.brusnika.ru/flat/67935/";"40,5";"";"9290000";"67935";"8";"Дом 4";"8";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/71856/";"55,8";"";"9290000";"71856";"18";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/52945/";"52,2";"";"9340000";"52945";"3";"Дом 5-2";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/70089/";"50,8";"";"9350000";"70089";"11";"Дом 5-2";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67299/";"59";"";"9360000";"67299";"5";"Дом 2-1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/71354/";"52,2";"";"9360000";"71354";"4";"Дом 5-2";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/70088/";"50,7";"";"9370000";"70088";"12";"Дом 5-2";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/70099/";"67,1";"9390000";"10090000";"70099";"2";"Дом 5-2";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48545/";"71,4";"";"9400000";"48545";"2";"Дом 10";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48557/";"67,7";"";"9410000";"48557";"6";"Дом 10";"1";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/70044/";"72,1";"9410000";"11300000";"70044";"8";"Дом 3-1";"5";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48862/";"70,8";"";"9410000";"48862";"4";"Дом 10";"1";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67100/";"42,4";"";"9440000";"67100";"8";"Дом 2-1";"1";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/67606/";"50,6";"";"9450000";"67606";"7";"Дом 4";"3";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/56684/";"43,1";"";"9460000";"56684";"4";"Дом 4";"6";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/54118/";"43,1";"";"9460000";"54118";"5";"Дом 4";"6";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49057/";"84,7";"9460000";"10700000";"49057";"5";"Дом 10";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52265/";"85,5";"9470000";"10500000";"52265";"4";"Дом 9";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52279/";"85,5";"9480000";"10510000";"52279";"6";"Дом 9";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/59907/";"69,7";"9480000";"11160000";"59907";"9";"Дом 3-1";"3";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/66992/";"50,7";"";"9490000";"66992";"14";"Дом 5-2";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67169/";"59";"";"9490000";"67169";"8";"Дом 2-1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/66997/";"50,7";"";"9490000";"66997";"13";"Дом 5-2";"1";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/54802/";"73,2";"9510000";"10970000";"54802";"6";"Дом 3-1";"3";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/65822/";"50,8";"";"9510000";"65822";"2";"Дом 4";"3";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/71337/";"43,3";"";"9510000";"71337";"5";"Дом 4";"7";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/71357/";"50,7";"";"9510000";"71357";"9";"Дом 4";"3";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/56482/";"43,1";"";"9520000";"56482";"6";"Дом 4";"6";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/67888/";"39,9";"";"9520000";"67888";"8";"Дом 4";"6";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/71346/";"41,9";"";"9520000";"71346";"7";"Дом 4";"6";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/71347/";"43,1";"";"9520000";"71347";"7";"Дом 4";"6";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/59830/";"64,5";"9530000";"10400000";"59830";"6";"Дом 5-1";"1";"25"
"Речной порт";"https://tyumen.brusnika.ru/flat/56741/";"43,3";"";"9570000";"56741";"7";"Дом 4";"7";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/71358/";"43,4";"";"9570000";"71358";"7";"Дом 4";"8";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/67921/";"41,9";"";"9600000";"67921";"6";"Дом 4";"6";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52245/";"87,9";"9600000";"10300000";"52245";"6";"Дом 9";"1";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56317/";"87,9";"9600000";"10300000";"56317";"9";"Дом 9";"1";"17"
"Речной порт";"https://tyumen.brusnika.ru/flat/54171/";"40,5";"";"9600000";"54171";"9";"Дом 4";"7";"10"
"Республики 205";"https://tyumen.brusnika.ru/flat/48927/";"60,8";"";"9600000";"48927";"15";"Дом 1";"6";"15"
"Речной порт";"https://tyumen.brusnika.ru/flat/66326/";"40,2";"";"9620000";"66326";"8";"Дом 4";"6";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56995/";"65,4";"";"9630000";"56995";"3";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/66671/";"79,2";"9650000";"10590000";"66671";"17";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/71353/";"59,8";"";"9650000";"71353";"2";"Дом 5-2";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67284/";"59,1";"";"9670000";"67284";"7";"Дом 2-1";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67242/";"61,9";"";"9670000";"67242";"4";"Дом 2-1";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/54219/";"82,5";"";"9760000";"54219";"3";"Дом 9";"2";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67019/";"62";"";"9770000";"67019";"4";"Дом 2-1";"1";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/71893/";"69,6";"";"9780000";"71893";"2";"Дом 3-1";"7";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67207/";"61,9";"";"9790000";"67207";"3";"Дом 2-1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67166/";"61,9";"";"9800000";"67166";"6";"Дом 2-1";"1";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/66330/";"50,9";"";"9810000";"66330";"9";"Дом 4";"3";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/72154/";"53";"";"9820000";"72154";"2";"Дом 6-2";"2";"12"
"Зарека";"https://tyumen.brusnika.ru/flat/57168/";"70,8";"9850000";"10800000";"57168";"5";"Дом 5-1";"1";"25"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56939/";"83,4";"";"9860000";"56939";"5";"Дом 9";"2";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54798/";"69,7";"";"9860000";"54798";"2";"Дом 3-1";"4";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/58412/";"66,8";"";"9860000";"58412";"7";"Дом 3-1";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56324/";"82,7";"";"9860000";"56324";"2";"Дом 9";"3";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67214/";"46,1";"";"9870000";"67214";"10";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67229/";"64,6";"";"9870000";"67229";"4";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67259/";"61,9";"";"9890000";"67259";"7";"Дом 2-1";"1";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/54971/";"64,6";"";"9940000";"54971";"3";"Дом 3-1";"6";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49024/";"91";"9950000";"11450000";"49024";"7";"Дом 10";"5";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67035/";"63,4";"";"9950000";"67035";"7";"Дом 2-1";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67264/";"63,3";"";"9950000";"67264";"8";"Дом 2-1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/52915/";"69,5";"9970000";"10720000";"52915";"5";"Дом 5-2";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56670/";"68";"";"9970000";"56670";"6";"Дом 2";"4";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67092/";"65,4";"";"9980000";"67092";"6";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67217/";"66,4";"";"9980000";"67217";"2";"Дом 2-1";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/59909/";"90,7";"10000000";"11500000";"59909";"2";"Дом 3-1";"8";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48869/";"79,7";"";"10000000";"48869";"3";"Дом 10";"1";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/65612/";"63,5";"10000000";"10700000";"65612";"22";"Дом 5-1";"1";"25"
"Республики 205";"https://tyumen.brusnika.ru/flat/71854/";"90,4";"10000000";"11500000";"71854";"3";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/66344/";"71,3";"";"10000000";"66344";"5";"Дом 5-1";"1";"25"
"Зарека";"https://tyumen.brusnika.ru/flat/67243/";"64,6";"";"10030000";"67243";"8";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67293/";"64,6";"";"10030000";"67293";"9";"Дом 2-1";"5";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/54931/";"64,6";"";"10030000";"54931";"5";"Дом 3-1";"6";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/70032/";"64,6";"";"10030000";"70032";"4";"Дом 3-1";"6";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48560/";"91,4";"10050000";"11550000";"48560";"7";"Дом 10";"1";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54966/";"64,8";"";"10060000";"54966";"4";"Дом 3-1";"2";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/58401/";"64,8";"";"10060000";"58401";"5";"Дом 3-1";"2";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67088/";"66,4";"";"10070000";"67088";"3";"Дом 2-1";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/71865/";"69,8";"";"10070000";"71865";"6";"Дом 3-1";"5";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52272/";"82,9";"";"10080000";"52272";"7";"Дом 9";"4";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54954/";"88,1";"10080000";"11160000";"54954";"3";"Дом 3-1";"7";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67917/";"64,2";"10090000";"10790000";"67917";"11";"Дом 5-1";"1";"25"
"Республики 205";"https://tyumen.brusnika.ru/flat/59917/";"63,4";"";"10090000";"59917";"9";"Дом 3-1";"5";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/59353/";"63,1";"10090000";"10790000";"59353";"7";"Дом у озера 2";"4";""
"Дом у озера";"https://tyumen.brusnika.ru/flat/60099/";"72,7";"10100000";"11610000";"60099";"1";"Дом у озера 3";"4";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/71871/";"71,3";"";"10110000";"71871";"8";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/71891/";"71,3";"";"10110000";"71891";"6";"Дом 3-1";"1";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56316/";"81,8";"";"10120000";"56316";"4";"Дом 9";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51777/";"81,8";"";"10120000";"51777";"3";"Дом 9";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56141/";"81,8";"";"10120000";"56141";"6";"Дом 9";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/72044/";"81,8";"";"10120000";"72044";"7";"Дом 9";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/59898/";"63,5";"";"10130000";"59898";"9";"Дом 3-1";"3";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67272/";"66,4";"";"10130000";"67272";"4";"Дом 2-1";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/58399/";"64,6";"";"10130000";"58399";"6";"Дом 3-1";"6";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/70040/";"64,8";"";"10130000";"70040";"6";"Дом 3-1";"2";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56095/";"88,5";"10140000";"11220000";"56095";"7";"Дом 3-1";"6";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/71365/";"35,3";"";"10140000";"71365";"9";"Дом 4";"8";"9"
