"project";"link";"area";"price_with_discount";"price_without_discount";"flat_id";"floor";"building_name";"section_number";"section_floors_count"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49043/";"89,5";"";"11450000";"49043";"7";"Дом 10";"5";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/37775/";"45,7";"";"11460000";"37775";"8";"Дом 7";"2";""
"Речной порт";"https://tyumen.brusnika.ru/flat/37782/";"45,8";"";"11470000";"37782";"7";"Дом 7";"1";""
"Зарека";"https://tyumen.brusnika.ru/flat/67209/";"73,6";"";"11480000";"67209";"7";"Дом 2-1";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/44959/";"112,1";"11480000";"13090000";"44959";"1";"Дом 1";"7";"6"
"Республики 205";"https://tyumen.brusnika.ru/flat/48277/";"107,2";"11490000";"13100000";"48277";"7";"Дом 2";"4";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67133/";"65,9";"";"11490000";"67133";"6";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56444/";"81,8";"";"11490000";"56444";"5";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56448/";"81,8";"";"11490000";"56448";"4";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/48245/";"86,8";"";"11490000";"48245";"7";"Дом 2";"8";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/37779/";"50,8";"";"11490000";"37779";"8";"Дом 7";"1";""
"Дом у озера";"https://tyumen.brusnika.ru/flat/60095/";"78,7";"";"11500000";"60095";"2";"Дом у озера 3";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/37761/";"45,6";"";"11520000";"37761";"6";"Дом 7";"1";""
"Республики 205";"https://tyumen.brusnika.ru/flat/56428/";"88,5";"";"11530000";"56428";"9";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/57000/";"91,5";"";"11540000";"57000";"9";"Дом 3-1";"7";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/63920/";"78,4";"";"11540000";"63920";"3";"Дом у озера 3";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48875/";"93,8";"";"11580000";"48875";"6";"Дом 10";"1";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48568/";"94,3";"";"11580000";"48568";"1";"Дом 10";"3";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/63921/";"79,2";"";"11580000";"63921";"7";"Дом у озера 3";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/71349/";"57";"";"11580000";"71349";"9";"Дом 4";"3";"10"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66306/";"79,2";"";"11580000";"66306";"4";"Дом у озера 3";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/71351/";"71,3";"";"11580000";"71351";"9";"Дом 4";"3";"10"
"Зарека";"https://tyumen.brusnika.ru/flat/51635/";"77,2";"";"11590000";"51635";"4";"Дом 5-2";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54808/";"81,8";"";"11610000";"54808";"7";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56097/";"81,8";"";"11610000";"56097";"6";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56433/";"81,8";"";"11610000";"56433";"8";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/67343/";"91,3";"";"11620000";"67343";"5";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/54786/";"91,3";"";"11620000";"54786";"4";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/54968/";"91,1";"";"11620000";"54968";"5";"Дом 3-1";"1";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52281/";"79";"";"11640000";"52281";"7";"Дом 9";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52264/";"80";"";"11660000";"52264";"7";"Дом 9";"6";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/72227/";"62,3";"";"11660000";"72227";"2";"Дом 6-2";"3";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52872/";"114,8";"11670000";"13300000";"52872";"1";"Дом 9";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52259/";"114";"11670000";"13170000";"52259";"9";"Дом 9";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52228/";"115,4";"11690000";"13320000";"52228";"1";"Дом 9";"7";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52267/";"86,5";"";"11690000";"52267";"7";"Дом 9";"8";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60090/";"79,8";"";"11690000";"60090";"2";"Дом у озера 3";"4";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56445/";"78,9";"";"11700000";"56445";"10";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/48197/";"95,5";"";"11710000";"48197";"2";"Дом 2";"7";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48580/";"95,1";"";"11720000";"48580";"1";"Дом 10";"2";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48570/";"95";"";"11720000";"48570";"1";"Дом 10";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/54923/";"93,2";"";"11730000";"54923";"2";"Дом 3-1";"7";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67021/";"70,7";"";"11730000";"67021";"6";"Дом 2-1";"7";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48866/";"95,6";"";"11730000";"48866";"3";"Дом 10";"1";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60132/";"78,4";"";"11740000";"60132";"6";"Дом у озера 3";"4";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/54809/";"91,1";"";"11740000";"54809";"8";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56997/";"91,1";"";"11740000";"56997";"6";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/67344/";"91,1";"";"11740000";"67344";"7";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67334/";"64,2";"";"11740000";"67334";"8";"Дом 2-1";"4";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/54785/";"91,3";"";"11740000";"54785";"6";"Дом 3-1";"1";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/37808/";"45,8";"";"11750000";"37808";"7";"Дом 7";"3";""
"Республики 205";"https://tyumen.brusnika.ru/flat/54925/";"93,2";"";"11750000";"54925";"4";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54951/";"93,2";"";"11750000";"54951";"6";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56449/";"93,2";"";"11750000";"56449";"3";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56457/";"93,2";"";"11750000";"56457";"5";"Дом 3-1";"7";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67018/";"67,4";"";"11770000";"67018";"6";"Дом 2-1";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67060/";"67,4";"";"11770000";"67060";"6";"Дом 2-1";"7";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67196/";"67,4";"";"11770000";"67196";"6";"Дом 2-1";"1";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56057/";"76,7";"";"11780000";"56057";"9";"Дом 2";"1";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/56483/";"61,6";"";"11790000";"56483";"9";"Дом 4";"7";"10"
"Зарека";"https://tyumen.brusnika.ru/flat/52941/";"78,2";"";"11790000";"52941";"2";"Дом 5-2";"3";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60102/";"67,5";"";"11800000";"60102";"1";"Дом у озера 3";"5";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56434/";"86";"";"11800000";"56434";"3";"Дом 3-1";"1";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72305/";"65";"";"11820000";"72305";"3";"Дом 6-2";"3";"18"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54679/";"65,1";"11820000";"12820000";"54679";"5";"Дом 2";"2";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67289/";"81,1";"";"11830000";"67289";"4";"Дом 2-1";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54945/";"91,3";"";"11840000";"54945";"9";"Дом 3-1";"1";"18"
"Дом у озера";"https://tyumen.brusnika.ru/flat/65602/";"90,8";"11840000";"13050000";"65602";"4";"Дом у озера 3";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52263/";"86,8";"";"11860000";"52263";"7";"Дом 9";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52260/";"86,7";"";"11860000";"52260";"7";"Дом 9";"8";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/52913/";"73,9";"";"11860000";"52913";"3";"Дом 5-2";"4";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60110/";"81,7";"";"11870000";"60110";"3";"Дом у озера 3";"5";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/72236/";"62,5";"";"11870000";"72236";"2";"Дом 6-2";"3";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52261/";"97,8";"";"11880000";"52261";"8";"Дом 9";"4";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54969/";"94,5";"";"11890000";"54969";"3";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56446/";"94,5";"";"11890000";"56446";"6";"Дом 3-1";"7";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/37800/";"45,6";"";"11900000";"37800";"8";"Дом 7";"3";""
"Зарека";"https://tyumen.brusnika.ru/flat/67190/";"69,1";"";"11910000";"67190";"6";"Дом 2-1";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48596/";"96,9";"";"11920000";"48596";"1";"Дом 10";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/72220/";"65";"";"11930000";"72220";"4";"Дом 6-2";"3";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72319/";"65";"";"11930000";"72319";"5";"Дом 6-2";"3";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/54929/";"106,9";"11940000";"13620000";"54929";"2";"Дом 3-1";"8";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60117/";"90,8";"11950000";"13170000";"60117";"7";"Дом у озера 3";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46652/";"104,8";"";"11960000";"46652";"1";"Дом 8";"3";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60148/";"71";"";"11980000";"60148";"2";"Дом у озера 3";"3";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/46808/";"69,4";"";"11990000";"46808";"5";"Дом у озера 2";"4";""
"Речной порт";"https://tyumen.brusnika.ru/flat/72240/";"60,9";"";"11990000";"72240";"8";"Дом 6-2";"3";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72278/";"60,9";"";"11990000";"72278";"9";"Дом 6-2";"3";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72302/";"63,3";"";"11990000";"72302";"2";"Дом 6-2";"2";"12"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51736/";"79,4";"";"12010000";"51736";"9";"Дом 9";"2";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/70442/";"62,1";"";"12010000";"70442";"9";"Дом 5-2";"3";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60143/";"63,7";"";"12010000";"60143";"2";"Урбан-вилла 1";"1";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46567/";"103,5";"";"12020000";"46567";"1";"Дом 8";"1";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/66680/";"91,3";"";"12030000";"66680";"14";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56999/";"91,3";"";"12030000";"56999";"12";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/71873/";"91,3";"";"12030000";"71873";"10";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/66663/";"91,3";"";"12030000";"66663";"15";"Дом 3-1";"1";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72175/";"64,9";"";"12030000";"72175";"7";"Дом 6-2";"3";"18"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60138/";"69,9";"";"12040000";"60138";"2";"Дом у озера 3";"6";"4"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60087/";"63,8";"";"12040000";"60087";"2";"Урбан-вилла 1";"1";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/48194/";"110,2";"12070000";"13730000";"48194";"1";"Дом 2";"1";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/65600/";"70,8";"";"12080000";"65600";"3";"Дом у озера 3";"3";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/72256/";"62,2";"";"12090000";"72256";"8";"Дом 6-2";"3";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67084/";"86";"";"12100000";"67084";"8";"Дом 2-1";"5";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/48260/";"93,4";"";"12110000";"48260";"1";"Дом 2";"4";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/72117/";"60,9";"";"12110000";"72117";"10";"Дом 6-2";"3";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72292/";"60,9";"";"12110000";"72292";"11";"Дом 6-2";"3";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46628/";"110,7";"";"12150000";"46628";"3";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46707/";"110,6";"";"12150000";"46707";"6";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46602/";"110,4";"";"12150000";"46602";"4";"Дом 8";"6";"17"
"Зарека";"https://tyumen.brusnika.ru/flat/56249/";"95,7";"";"12150000";"56249";"4";"Дом 5-2";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46737/";"111,5";"";"12160000";"46737";"12";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46712/";"111,2";"";"12180000";"46712";"7";"Дом 8";"6";"17"
"Речной порт";"https://tyumen.brusnika.ru/flat/72146/";"62,2";"";"12180000";"72146";"11";"Дом 6-2";"3";"18"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66311/";"70,8";"";"12190000";"66311";"4";"Дом у озера 3";"3";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/56732/";"63,4";"";"12200000";"56732";"3";"Дом 4";"8";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67311/";"67,4";"";"12200000";"67311";"7";"Дом 2-1";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/69618/";"94,1";"";"12200000";"69618";"9";"Дом 5-2";"3";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/72294/";"60,9";"";"12200000";"72294";"13";"Дом 6-2";"3";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67213/";"87,1";"";"12210000";"67213";"5";"Дом 2-1";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46738/";"111,5";"";"12210000";"46738";"14";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46722/";"110,4";"";"12220000";"46722";"10";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52262/";"83,8";"";"12220000";"52262";"9";"Дом 9";"4";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46705/";"111,7";"";"12220000";"46705";"11";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46755/";"110,2";"";"12230000";"46755";"9";"Дом 8";"6";"17"
"Республики 205";"https://tyumen.brusnika.ru/flat/56985/";"91,3";"";"12230000";"56985";"16";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67086/";"68,5";"";"12230000";"67086";"6";"Дом 2-1";"1";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56455/";"92";"";"12240000";"56455";"5";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/54791/";"92";"";"12240000";"54791";"4";"Дом 3-1";"1";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72195/";"62,2";"";"12280000";"72195";"12";"Дом 6-2";"3";"18"
"Дом у озера";"https://tyumen.brusnika.ru/flat/63925/";"70,7";"";"12290000";"63925";"7";"Дом у озера 3";"3";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66312/";"70,7";"";"12290000";"66312";"6";"Дом у озера 3";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/66666/";"91,7";"";"12290000";"66666";"12";"Дом 3-1";"1";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72230/";"60,8";"";"12290000";"72230";"14";"Дом 6-2";"3";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/56734/";"63,4";"";"12300000";"56734";"6";"Дом 4";"7";"10"
"Республики 205";"https://tyumen.brusnika.ru/flat/54800/";"107,3";"12310000";"13690000";"54800";"2";"Дом 3-1";"3";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/72316/";"67,8";"";"12310000";"72316";"7";"Дом 6-2";"3";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67179/";"85,5";"";"12330000";"67179";"4";"Дом 2-1";"7";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67323/";"85,5";"";"12330000";"67323";"5";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56442/";"86,3";"";"12330000";"56442";"11";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56459/";"86,1";"";"12330000";"56459";"10";"Дом 3-1";"1";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72282/";"68,5";"";"12330000";"72282";"3";"Дом 6-2";"3";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67034/";"80,8";"";"12380000";"67034";"2";"Дом 2-1";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48981/";"99,4";"";"12390000";"48981";"8";"Дом 10";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48988/";"99,4";"";"12390000";"48988";"8";"Дом 10";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67186/";"65,7";"";"12390000";"67186";"7";"Дом 2-1";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/69610/";"89,8";"";"12390000";"69610";"7";"Дом 5-2";"2";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51768/";"107,1";"";"12420000";"51768";"1";"Дом 9";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52252/";"107,2";"";"12420000";"52252";"1";"Дом 9";"4";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52248/";"107,6";"";"12430000";"52248";"1";"Дом 9";"5";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54943/";"91,3";"";"12430000";"54943";"3";"Дом 3-1";"1";"18"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66352/";"68";"";"12440000";"66352";"3";"Урбан-вилла 1";"1";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/72239/";"68,5";"";"12440000";"72239";"4";"Дом 6-2";"3";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56460/";"92";"";"12450000";"56460";"9";"Дом 3-1";"1";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72208/";"71,2";"";"12470000";"72208";"2";"Дом 6-2";"1";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44320/";"82,8";"";"12470000";"44320";"6";"Дом у озера 2";"7";""
"Зарека";"https://tyumen.brusnika.ru/flat/67222/";"74,4";"";"12480000";"67222";"16";"Дом 2-1";"5";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46751/";"111,5";"";"12500000";"46751";"13";"Дом 8";"6";"17"
"Зарека";"https://tyumen.brusnika.ru/flat/67128/";"82,1";"";"12500000";"67128";"6";"Дом 2-1";"7";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67215/";"82,1";"";"12500000";"67215";"6";"Дом 2-1";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/54986/";"91,8";"";"12510000";"54986";"10";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56391/";"91,9";"";"12530000";"56391";"11";"Дом 3-1";"1";"18"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66354/";"67,8";"";"12550000";"66354";"4";"Урбан-вилла 1";"1";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/72258/";"68,5";"";"12570000";"72258";"6";"Дом 6-2";"3";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/52947/";"94,3";"";"12570000";"52947";"4";"Дом 5-2";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54970/";"100,6";"";"12580000";"54970";"6";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56380/";"100,6";"";"12580000";"56380";"3";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56393/";"100,6";"";"12580000";"56393";"5";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56408/";"100,6";"";"12580000";"56408";"8";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/48278/";"98,1";"";"12590000";"48278";"1";"Дом 2";"4";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67331/";"82,1";"";"12630000";"67331";"6";"Дом 2-1";"1";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48562/";"122,6";"12640000";"15090000";"48562";"8";"Дом 10";"2";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/66875/";"66,1";"";"12660000";"66875";"8";"Дом 4";"8";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/65826/";"67,6";"";"12660000";"65826";"5";"Дом 4";"5";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66350/";"67,9";"";"12660000";"66350";"7";"Урбан-вилла 1";"1";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/71350/";"67,5";"";"12660000";"71350";"4";"Дом 4";"5";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/72219/";"61,3";"";"12670000";"72219";"18";"Дом 6-2";"3";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/51616/";"111,5";"12670000";"13510000";"51616";"2";"Дом 5-2";"5";"6"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/58250/";"76,8";"";"12670000";"58250";"7";"Дом 2";"5";"11"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/62035/";"65,1";"";"12690000";"62035";"3";"Дом 2";"2";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56432/";"113,8";"12710000";"14410000";"56432";"8";"Дом 3-1";"8";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/56730/";"67,6";"";"12770000";"56730";"5";"Дом 4";"7";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/56722/";"67,5";"";"12770000";"56722";"4";"Дом 4";"7";"10"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44335/";"90,4";"";"12770000";"44335";"1";"Дом у озера 2";"7";""
"Речной порт";"https://tyumen.brusnika.ru/flat/72281/";"63,7";"";"12790000";"72281";"18";"Дом 6-2";"3";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/71356/";"65,9";"";"12820000";"71356";"9";"Дом 4";"7";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/56739/";"67,6";"";"12880000";"56739";"8";"Дом 4";"7";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/56470/";"67,6";"";"12880000";"56470";"7";"Дом 4";"7";"10"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66328/";"68,4";"";"12880000";"66328";"7";"Урбан-вилла 1";"1";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44292/";"80,1";"";"12880000";"44292";"4";"Дом у озера 2";"5";""
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/59774/";"63,8";"";"12900000";"59774";"2";"Дом 2";"9";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/47980/";"80,1";"";"12970000";"47980";"7";"Дом у озера 2";"5";""
"Дом у озера";"https://tyumen.brusnika.ru/flat/44394/";"84";"";"12970000";"44394";"2";"Дом у озера 2";"5";""
"Речной порт";"https://tyumen.brusnika.ru/flat/72249/";"70,3";"";"12980000";"72249";"1";"Дом 6-2";"2";"12"
"Республики 205";"https://tyumen.brusnika.ru/flat/48202/";"106,9";"";"12990000";"48202";"8";"Дом 2";"2";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/69941/";"57,8";"";"12990000";"69941";"6";"Дом 8";"2";""
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43389/";"118,7";"";"13010000";"43389";"1";"Дом 7-2";"1";"25"
"Республики 205";"https://tyumen.brusnika.ru/flat/48186/";"90";"";"13060000";"48186";"16";"Дом 2";"3";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43582/";"141,9";"13060000";"14790000";"43582";"24";"Дом 7-2";"1";"25"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52254/";"121,4";"13090000";"14820000";"52254";"9";"Дом 9";"4";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60083/";"95";"";"13090000";"60083";"2";"Дом у озера 3";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/44929/";"112,1";"";"13090000";"44929";"1";"Дом 1";"7";"6"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43516/";"143,8";"13110000";"14850000";"43516";"23";"Дом 7-2";"1";"25"
"Зарека";"https://tyumen.brusnika.ru/flat/67099/";"96,5";"";"13110000";"67099";"2";"Дом 2-1";"5";"16"
"Речной порт";"https://tyumen.brusnika.ru/flat/69940/";"57,3";"";"13110000";"69940";"6";"Дом 8";"6";""
"Речной порт";"https://tyumen.brusnika.ru/flat/72216/";"76,6";"";"13130000";"72216";"5";"Дом 6-2";"2";"12"
"Речной порт";"https://tyumen.brusnika.ru/flat/72187/";"76,6";"";"13130000";"72187";"4";"Дом 6-2";"2";"12"
"Речной порт";"https://tyumen.brusnika.ru/flat/67608/";"75,2";"";"13140000";"67608";"4";"Дом 4";"1";"8"
"Октябрьский";"https://tyumen.brusnika.ru/flat/31305/";"167,6";"";"13160000";"31305";"10";"Дом 1";"3";"10"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66308/";"90,8";"";"13160000";"66308";"6";"Дом у озера 3";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52258/";"114,1";"";"13170000";"52258";"9";"Дом 9";"2";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/72043/";"121,1";"13170000";"13870000";"72043";"7";"Дом 9";"3";"9"
