"project";"link";"area";"price_with_discount";"price_without_discount";"flat_id"
"Речной порт";"https://tyumen.brusnika.ru/flat/64966/";"56,9";"10850000";"13560000";"64966"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46664/";"85,7";"10860000";"13580000";"46664"
"Республики 205";"https://tyumen.brusnika.ru/flat/54973/";"88,1";"10860000";"13570000";"54973"
"Республики 205";"https://tyumen.brusnika.ru/flat/56437/";"88,1";"10860000";"13570000";"56437"
"Республики 205";"https://tyumen.brusnika.ru/flat/58406/";"66,9";"10860000";"13570000";"58406"
"Республики 205";"https://tyumen.brusnika.ru/flat/54954/";"88,1";"10860000";"13570000";"54954"
"Республики 205";"https://tyumen.brusnika.ru/flat/56061/";"76,7";"10860000";"13580000";"56061"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46595/";"86";"10860000";"13580000";"46595"
"Республики 205";"https://tyumen.brusnika.ru/flat/54938/";"88,3";"10870000";"13590000";"54938"
"Республики 205";"https://tyumen.brusnika.ru/flat/54804/";"88,4";"10890000";"13610000";"54804"
"Республики 205";"https://tyumen.brusnika.ru/flat/56438/";"88,4";"10890000";"13610000";"56438"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54718/";"52,9";"10890000";"12810000";"54718"
"Речной порт";"https://tyumen.brusnika.ru/flat/54115/";"57";"10900000";"13620000";"54115"
"Республики 205";"https://tyumen.brusnika.ru/flat/54972/";"88,5";"10900000";"13620000";"54972"
"Республики 205";"https://tyumen.brusnika.ru/flat/54981/";"88,5";"10900000";"13620000";"54981"
"Республики 205";"https://tyumen.brusnika.ru/flat/56423/";"88,5";"10900000";"13620000";"56423"
"Речной порт";"https://tyumen.brusnika.ru/flat/58415/";"57";"10900000";"13620000";"58415"
"Речной порт";"https://tyumen.brusnika.ru/flat/56708/";"57";"10900000";"13620000";"56708"
"Зарека";"https://tyumen.brusnika.ru/flat/56251/";"90,8";"10900000";"13630000";"56251"
"Республики 205";"https://tyumen.brusnika.ru/flat/56095/";"88,5";"10910000";"13640000";"56095"
"Республики 205";"https://tyumen.brusnika.ru/flat/56452/";"88,5";"10910000";"13640000";"56452"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46626/";"88";"10910000";"13640000";"46626"
"Зарека";"https://tyumen.brusnika.ru/flat/70094/";"62,7";"10910000";"13640000";"70094"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52270/";"71,1";"10920000";"13650000";"52270"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49020/";"91,3";"10930000";"13660000";"49020"
"Речной порт";"https://tyumen.brusnika.ru/flat/37758/";"43,3";"10940000";"14590000";"37758"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54183/";"54,3";"10940000";"13680000";"54183"
"Зарека";"https://tyumen.brusnika.ru/flat/54228/";"73,6";"10950000";"13690000";"54228"
"Зарека";"https://tyumen.brusnika.ru/flat/51606/";"73,6";"10950000";"13690000";"51606"
"Республики 205";"https://tyumen.brusnika.ru/flat/48150/";"88,9";"10950000";"13690000";"48150"
"Республики 205";"https://tyumen.brusnika.ru/flat/66672/";"80,1";"10970000";"13710000";"66672"
"Республики 205";"https://tyumen.brusnika.ru/flat/56987/";"80,1";"10970000";"13710000";"56987"
"Зарека";"https://tyumen.brusnika.ru/flat/69612/";"62,4";"10970000";"13710000";"69612"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66341/";"62,8";"10980000";"12920000";"66341"
"Республики 205";"https://tyumen.brusnika.ru/flat/54975/";"73,2";"10990000";"13740000";"54975"
"Республики 205";"https://tyumen.brusnika.ru/flat/54982/";"73,2";"10990000";"13740000";"54982"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66337/";"63";"10990000";"12930000";"66337"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48569/";"89,2";"11020000";"13770000";"48569"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51766/";"80,1";"11020000";"13770000";"51766"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49028/";"91,1";"11020000";"13770000";"49028"
"Зарека";"https://tyumen.brusnika.ru/flat/67021/";"70,7";"11020000";"12110000";"67021"
"Зарека";"https://tyumen.brusnika.ru/flat/67334/";"64,2";"11040000";"12130000";"67334"
"Зарека";"https://tyumen.brusnika.ru/flat/46840/";"85";"11040000";"14720000";"46840"
"Республики 205";"https://tyumen.brusnika.ru/flat/70039/";"73,2";"11060000";"13830000";"70039"
"Речной порт";"https://tyumen.brusnika.ru/flat/65829/";"71,4";"11060000";"13830000";"65829"
"Республики 205";"https://tyumen.brusnika.ru/flat/54928/";"73,2";"11070000";"13840000";"54928"
"Республики 205";"https://tyumen.brusnika.ru/flat/58398/";"73,2";"11070000";"13840000";"58398"
"Республики 205";"https://tyumen.brusnika.ru/flat/59915/";"73,2";"11070000";"13840000";"59915"
"Республики 205";"https://tyumen.brusnika.ru/flat/43811/";"77,2";"11070000";"14760000";"43811"
"Республики 205";"https://tyumen.brusnika.ru/flat/56462/";"88,3";"11070000";"13840000";"56462"
"Республики 205";"https://tyumen.brusnika.ru/flat/70043/";"73,2";"11070000";"13840000";"70043"
"Зарека";"https://tyumen.brusnika.ru/flat/67018/";"67,4";"11080000";"12180000";"67018"
"Зарека";"https://tyumen.brusnika.ru/flat/67060/";"67,4";"11080000";"12180000";"67060"
"Зарека";"https://tyumen.brusnika.ru/flat/67196/";"67,4";"11080000";"12180000";"67196"
"Зарека";"https://tyumen.brusnika.ru/flat/67289/";"81,1";"11120000";"12220000";"67289"
"Республики 205";"https://tyumen.brusnika.ru/flat/48171/";"66,3";"11130000";"13910000";"48171"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48863/";"89,5";"11140000";"13930000";"48863"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49024/";"91";"11140000";"13930000";"49024"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49043/";"89,5";"11140000";"13930000";"49043"
"Республики 205";"https://tyumen.brusnika.ru/flat/54829/";"67,6";"11140000";"13930000";"54829"
"Речной порт";"https://tyumen.brusnika.ru/flat/37782/";"45,8";"11160000";"14880000";"37782"
"Республики 205";"https://tyumen.brusnika.ru/flat/48179/";"85,6";"11180000";"13970000";"48179"
"Республики 205";"https://tyumen.brusnika.ru/flat/54802/";"73,2";"11180000";"13980000";"54802"
"Республики 205";"https://tyumen.brusnika.ru/flat/54974/";"73,2";"11180000";"13970000";"54974"
"Республики 205";"https://tyumen.brusnika.ru/flat/59895/";"73,2";"11180000";"13970000";"59895"
"Республики 205";"https://tyumen.brusnika.ru/flat/59908/";"73,2";"11180000";"13970000";"59908"
"Республики 205";"https://tyumen.brusnika.ru/flat/59918/";"73,2";"11180000";"13970000";"59918"
"Речной порт";"https://tyumen.brusnika.ru/flat/37779/";"50,8";"11180000";"14910000";"37779"
"Республики 205";"https://tyumen.brusnika.ru/flat/70031/";"73,2";"11180000";"13980000";"70031"
"Республики 205";"https://tyumen.brusnika.ru/flat/56444/";"81,8";"11180000";"13980000";"56444"
"Зарека";"https://tyumen.brusnika.ru/flat/56233/";"73,6";"11190000";"13990000";"56233"
"Зарека";"https://tyumen.brusnika.ru/flat/67190/";"69,1";"11190000";"12300000";"67190"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60095/";"78,7";"11190000";"13170000";"60095"
"Речной порт";"https://tyumen.brusnika.ru/flat/37761/";"45,6";"11210000";"14950000";"37761"
"Республики 205";"https://tyumen.brusnika.ru/flat/56428/";"88,5";"11220000";"14030000";"56428"
"Республики 205";"https://tyumen.brusnika.ru/flat/54797/";"73";"11230000";"14040000";"54797"
"Республики 205";"https://tyumen.brusnika.ru/flat/54978/";"73";"11230000";"14040000";"54978"
"Республики 205";"https://tyumen.brusnika.ru/flat/59914/";"73";"11230000";"14040000";"59914"
"Республики 205";"https://tyumen.brusnika.ru/flat/57000/";"91,5";"11230000";"14040000";"57000"
"Дом у озера";"https://tyumen.brusnika.ru/flat/63920/";"78,4";"11240000";"13220000";"63920"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48560/";"91,4";"11250000";"14060000";"48560"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48875/";"93,8";"11270000";"14090000";"48875"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48568/";"94,3";"11270000";"14090000";"48568"
"Республики 205";"https://tyumen.brusnika.ru/flat/56078/";"73";"11270000";"14090000";"56078"
"Республики 205";"https://tyumen.brusnika.ru/flat/58410/";"73";"11270000";"14090000";"58410"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66306/";"79,2";"11270000";"13260000";"66306"
"Дом у озера";"https://tyumen.brusnika.ru/flat/63921/";"79,2";"11270000";"13260000";"63921"
"Республики 205";"https://tyumen.brusnika.ru/flat/70029/";"73";"11270000";"14090000";"70029"
"Республики 205";"https://tyumen.brusnika.ru/flat/54808/";"81,8";"11300000";"14130000";"54808"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60099/";"72,7";"11310000";"13300000";"60099"
"Республики 205";"https://tyumen.brusnika.ru/flat/56988/";"84,3";"11330000";"14160000";"56988"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52281/";"79";"11340000";"14170000";"52281"
"Зарека";"https://tyumen.brusnika.ru/flat/54237/";"94,8";"11340000";"14170000";"54237"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52264/";"80";"11360000";"14200000";"52264"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52278/";"86,4";"11370000";"14210000";"52278"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52267/";"86,5";"11380000";"14230000";"52267"
"Республики 205";"https://tyumen.brusnika.ru/flat/59907/";"69,7";"11380000";"14230000";"59907"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60090/";"79,8";"11380000";"13390000";"60090"
"Республики 205";"https://tyumen.brusnika.ru/flat/56443/";"78,8";"11390000";"14240000";"56443"
"Республики 205";"https://tyumen.brusnika.ru/flat/54947/";"81,8";"11400000";"14250000";"54947"
"Речной порт";"https://tyumen.brusnika.ru/flat/56483/";"61,6";"11410000";"14260000";"56483"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48580/";"95,1";"11420000";"14270000";"48580"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48570/";"95";"11420000";"14270000";"48570"
"Республики 205";"https://tyumen.brusnika.ru/flat/54923/";"93,2";"11420000";"14280000";"54923"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48866/";"95,6";"11420000";"14280000";"48866"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60132/";"78,4";"11430000";"13450000";"60132"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60097/";"78,4";"11430000";"13450000";"60097"
"Речной порт";"https://tyumen.brusnika.ru/flat/37808/";"45,8";"11450000";"15260000";"37808"
"Республики 205";"https://tyumen.brusnika.ru/flat/54925/";"93,2";"11450000";"14310000";"54925"
"Республики 205";"https://tyumen.brusnika.ru/flat/54951/";"93,2";"11450000";"14310000";"54951"
"Республики 205";"https://tyumen.brusnika.ru/flat/56449/";"93,2";"11450000";"14310000";"56449"
"Республики 205";"https://tyumen.brusnika.ru/flat/56457/";"93,2";"11450000";"14310000";"56457"
"Республики 205";"https://tyumen.brusnika.ru/flat/48235/";"85,8";"11460000";"14320000";"48235"
"Республики 205";"https://tyumen.brusnika.ru/flat/56083/";"93,2";"11470000";"14340000";"56083"
"Республики 205";"https://tyumen.brusnika.ru/flat/56439/";"93,2";"11470000";"14340000";"56439"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60111/";"81";"11490000";"13520000";"60111"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60102/";"67,5";"11490000";"13520000";"60102"
"Зарека";"https://tyumen.brusnika.ru/flat/67311/";"67,4";"11490000";"12630000";"67311"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52261/";"97,8";"11500000";"14370000";"52261"
"Зарека";"https://tyumen.brusnika.ru/flat/67213/";"87,1";"11500000";"12640000";"67213"
"Зарека";"https://tyumen.brusnika.ru/flat/67086/";"68,5";"11530000";"12670000";"67086"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56873/";"54,3";"11530000";"13570000";"56873"
"Республики 205";"https://tyumen.brusnika.ru/flat/70044/";"72,1";"11530000";"14410000";"70044"
"Зарека";"https://tyumen.brusnika.ru/flat/52913/";"73,9";"11550000";"14440000";"52913"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52263/";"86,8";"11560000";"14450000";"52263"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52260/";"86,7";"11560000";"14450000";"52260"
"Республики 205";"https://tyumen.brusnika.ru/flat/56974/";"70,3";"11570000";"14460000";"56974"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60110/";"81,7";"11570000";"13610000";"60110"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48588/";"96,6";"11580000";"14470000";"48588"
"Республики 205";"https://tyumen.brusnika.ru/flat/54969/";"94,5";"11580000";"14480000";"54969"
"Республики 205";"https://tyumen.brusnika.ru/flat/54985/";"94,5";"11580000";"14480000";"54985"
"Республики 205";"https://tyumen.brusnika.ru/flat/54984/";"94,5";"11580000";"14480000";"54984"
"Республики 205";"https://tyumen.brusnika.ru/flat/56446/";"94,5";"11580000";"14480000";"56446"
"Речной порт";"https://tyumen.brusnika.ru/flat/37800/";"45,6";"11600000";"15460000";"37800"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48596/";"96,9";"11620000";"14520000";"48596"
"Республики 205";"https://tyumen.brusnika.ru/flat/48245/";"86,1";"11620000";"14520000";"48245"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46549/";"104,5";"11630000";"14540000";"46549"
"Республики 205";"https://tyumen.brusnika.ru/flat/59909/";"90,7";"11630000";"14540000";"59909"
"Зарека";"https://tyumen.brusnika.ru/flat/67179/";"85,5";"11630000";"12780000";"67179"
"Зарека";"https://tyumen.brusnika.ru/flat/67323/";"85,5";"11630000";"12780000";"67323"
"Зарека";"https://tyumen.brusnika.ru/flat/67034/";"80,8";"11650000";"12800000";"67034"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46652/";"104,8";"11660000";"14570000";"46652"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60148/";"71";"11670000";"13730000";"60148"
"Зарека";"https://tyumen.brusnika.ru/flat/67186/";"65,7";"11680000";"12830000";"67186"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51736/";"79,4";"11700000";"14630000";"51736"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60143/";"63,7";"11700000";"13770000";"60143"
"Зарека";"https://tyumen.brusnika.ru/flat/70442/";"62,1";"11700000";"14630000";"70442"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46567/";"103,5";"11720000";"14650000";"46567"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46694/";"111,2";"11730000";"15040000";"46694"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60138/";"69,9";"11730000";"13800000";"60138"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60087/";"63,8";"11740000";"13810000";"60087"
"Зарека";"https://tyumen.brusnika.ru/flat/67222/";"74,4";"11760000";"12920000";"67222"
"Дом у озера";"https://tyumen.brusnika.ru/flat/65600/";"70,8";"11770000";"13850000";"65600"
"Зарека";"https://tyumen.brusnika.ru/flat/67128/";"82,1";"11790000";"12960000";"67128"
"Зарека";"https://tyumen.brusnika.ru/flat/67215/";"82,1";"11790000";"12960000";"67215"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46714/";"111,5";"11800000";"15120000";"46714"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46628/";"110,7";"11840000";"15170000";"46628"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46707/";"110,6";"11840000";"15170000";"46707"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46602/";"110,4";"11840000";"15170000";"46602"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46737/";"111,5";"11850000";"15190000";"46737"
"Республики 205";"https://tyumen.brusnika.ru/flat/48145/";"96,7";"11850000";"14810000";"48145"
"Республики 205";"https://tyumen.brusnika.ru/flat/48197/";"95,4";"11850000";"14810000";"48197"
"Республики 205";"https://tyumen.brusnika.ru/flat/67343/";"91,3";"11860000";"14830000";"67343"
"Республики 205";"https://tyumen.brusnika.ru/flat/67342/";"91,1";"11870000";"14840000";"67342"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46609/";"110,3";"11880000";"15230000";"46609"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46712/";"111,2";"11880000";"15230000";"46712"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60164/";"70,7";"11880000";"13980000";"60164"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66311/";"70,8";"11880000";"13980000";"66311"
"Речной порт";"https://tyumen.brusnika.ru/flat/56732/";"63,4";"11900000";"14870000";"56732"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46738/";"111,5";"11900000";"15250000";"46738"
"Зарека";"https://tyumen.brusnika.ru/flat/67331/";"82,1";"11900000";"13080000";"67331"
"Зарека";"https://tyumen.brusnika.ru/flat/69618/";"94,1";"11900000";"14870000";"69618"
"Республики 205";"https://tyumen.brusnika.ru/flat/56057/";"76,7";"11910000";"14890000";"56057"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46722/";"110,4";"11920000";"15280000";"46722"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46735/";"110,7";"11920000";"15280000";"46735"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46755/";"110,2";"11920000";"15270000";"46755"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52262/";"83,8";"11920000";"14900000";"52262"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46705/";"111,7";"11920000";"15280000";"46705"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51762/";"104,3";"11930000";"14910000";"51762"
"Республики 205";"https://tyumen.brusnika.ru/flat/56455/";"92";"11940000";"14920000";"56455"
"Зарека";"https://tyumen.brusnika.ru/flat/66720/";"89,8";"11980000";"14970000";"66720"
"Дом у озера";"https://tyumen.brusnika.ru/flat/63925/";"70,7";"11990000";"14100000";"63925"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66312/";"70,7";"11990000";"14100000";"66312"
"Республики 205";"https://tyumen.brusnika.ru/flat/66667/";"91,3";"11990000";"14990000";"66667"
"Республики 205";"https://tyumen.brusnika.ru/flat/54809/";"91,1";"11990000";"14990000";"54809"
"Республики 205";"https://tyumen.brusnika.ru/flat/56997/";"91,1";"11990000";"14990000";"56997"
"Республики 205";"https://tyumen.brusnika.ru/flat/67344/";"91,1";"11990000";"14990000";"67344"
"Речной порт";"https://tyumen.brusnika.ru/flat/56734/";"63,4";"12000000";"15000000";"56734"
"Республики 205";"https://tyumen.brusnika.ru/flat/54814/";"92";"12040000";"15050000";"54814"
"Республики 205";"https://tyumen.brusnika.ru/flat/54935/";"92";"12040000";"15050000";"54935"
"Республики 205";"https://tyumen.brusnika.ru/flat/56430/";"92";"12040000";"15050000";"56430"
"Республики 205";"https://tyumen.brusnika.ru/flat/48184/";"89,7";"12050000";"15060000";"48184"
"Зарека";"https://tyumen.brusnika.ru/flat/51636/";"101,1";"12060000";"15080000";"51636"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48981/";"99,4";"12090000";"15110000";"48981"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48988/";"99,4";"12090000";"15110000";"48988"
"Зарека";"https://tyumen.brusnika.ru/flat/66719/";"89,8";"12090000";"15110000";"66719"
"Зарека";"https://tyumen.brusnika.ru/flat/69610/";"89,8";"12090000";"15110000";"69610"
"Республики 205";"https://tyumen.brusnika.ru/flat/54945/";"91,3";"12100000";"15120000";"54945"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52252/";"107,2";"12110000";"15140000";"52252"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52251/";"107,5";"12120000";"15150000";"52251"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51768/";"107,1";"12130000";"15160000";"51768"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52248/";"107,6";"12130000";"15160000";"52248"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66352/";"68";"12130000";"14270000";"66352"
"Республики 205";"https://tyumen.brusnika.ru/flat/56460/";"92";"12140000";"15180000";"56460"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52249/";"107,1";"12180000";"15230000";"52249"
"Зарека";"https://tyumen.brusnika.ru/flat/56255/";"89,2";"12180000";"15230000";"56255"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46751/";"111,5";"12200000";"15250000";"46751"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66354/";"67,8";"12240000";"14400000";"66354"
"Зарека";"https://tyumen.brusnika.ru/flat/52947/";"94,3";"12260000";"15330000";"52947"
"Республики 205";"https://tyumen.brusnika.ru/flat/48260/";"93,5";"12270000";"15340000";"48260"
"Республики 205";"https://tyumen.brusnika.ru/flat/54794/";"100,6";"12280000";"15350000";"54794"
"Республики 205";"https://tyumen.brusnika.ru/flat/54799/";"100,6";"12280000";"15350000";"54799"
"Республики 205";"https://tyumen.brusnika.ru/flat/54970/";"100,6";"12280000";"15350000";"54970"
"Республики 205";"https://tyumen.brusnika.ru/flat/56380/";"100,6";"12280000";"15350000";"56380"
"Республики 205";"https://tyumen.brusnika.ru/flat/56393/";"100,6";"12280000";"15350000";"56393"
"Республики 205";"https://tyumen.brusnika.ru/flat/56408/";"100,6";"12280000";"15350000";"56408"
"Республики 205";"https://tyumen.brusnika.ru/flat/66663/";"91,3";"12310000";"15390000";"66663"
"Республики 205";"https://tyumen.brusnika.ru/flat/66680/";"91,3";"12310000";"15390000";"66680"
"Республики 205";"https://tyumen.brusnika.ru/flat/56081/";"91,3";"12310000";"15390000";"56081"
"Республики 205";"https://tyumen.brusnika.ru/flat/56999/";"91,3";"12310000";"15390000";"56999"
"Речной порт";"https://tyumen.brusnika.ru/flat/63594/";"66,1";"12350000";"15440000";"63594"
"Речной порт";"https://tyumen.brusnika.ru/flat/66875/";"66,1";"12350000";"15440000";"66875"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66350/";"67,9";"12350000";"14530000";"66350"
"Зарека";"https://tyumen.brusnika.ru/flat/67099/";"96,5";"12360000";"13580000";"67099"
"Речной порт";"https://tyumen.brusnika.ru/flat/65826/";"67,6";"12360000";"15450000";"65826"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/62035/";"65,1";"12380000";"14570000";"62035"
"Зарека";"https://tyumen.brusnika.ru/flat/67129/";"88,7";"12430000";"13660000";"67129"
"Зарека";"https://tyumen.brusnika.ru/flat/67033/";"88,7";"12430000";"13660000";"67033"
"Речной порт";"https://tyumen.brusnika.ru/flat/56730/";"67,6";"12460000";"15580000";"56730"
"Речной порт";"https://tyumen.brusnika.ru/flat/56722/";"67,5";"12460000";"15580000";"56722"
"Зарека";"https://tyumen.brusnika.ru/flat/67254/";"88,7";"12490000";"13730000";"67254"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49645/";"77,9";"12500000";"15630000";"49645"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54679/";"65,1";"12510000";"14720000";"54679"
"Республики 205";"https://tyumen.brusnika.ru/flat/66678/";"91,3";"12520000";"15650000";"66678"
"Республики 205";"https://tyumen.brusnika.ru/flat/56985/";"91,3";"12520000";"15650000";"56985"
"Зарека";"https://tyumen.brusnika.ru/flat/67288/";"96,3";"12520000";"13760000";"67288"
"Республики 205";"https://tyumen.brusnika.ru/flat/56088/";"91,4";"12540000";"15680000";"56088"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66328/";"68,4";"12570000";"14790000";"66328"
"Речной порт";"https://tyumen.brusnika.ru/flat/56739/";"67,6";"12580000";"15720000";"56739"
"Речной порт";"https://tyumen.brusnika.ru/flat/56470/";"67,6";"12580000";"15720000";"56470"
"Республики 205";"https://tyumen.brusnika.ru/flat/66666/";"91,7";"12580000";"15720000";"66666"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/59774/";"63,8";"12600000";"14820000";"59774"
"Зарека";"https://tyumen.brusnika.ru/flat/67193/";"96,6";"12610000";"13860000";"67193"
"Зарека";"https://tyumen.brusnika.ru/flat/67140/";"99,6";"12650000";"13900000";"67140"
"Речной порт";"https://tyumen.brusnika.ru/flat/69941/";"57,8";"12690000";"16920000";"69941"
"Речной порт";"https://tyumen.brusnika.ru/flat/69942/";"57,4";"12690000";"16920000";"69942"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43389/";"120,1";"12700000";"17560000";"43389"
"Зарека";"https://tyumen.brusnika.ru/flat/67247/";"96,2";"12700000";"13960000";"67247"
"Зарека";"https://tyumen.brusnika.ru/flat/67286/";"96,3";"12710000";"13970000";"67286"
"Зарека";"https://tyumen.brusnika.ru/flat/67307/";"96,3";"12710000";"13970000";"67307"
"Дом у озера";"https://tyumen.brusnika.ru/flat/65602/";"90,8";"12740000";"14990000";"65602"
"Зарека";"https://tyumen.brusnika.ru/flat/67274/";"80,4";"12750000";"14010000";"67274"
"Республики 205";"https://tyumen.brusnika.ru/flat/48278/";"98,2";"12770000";"15960000";"48278"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60083/";"95";"12780000";"15040000";"60083"
"Зарека";"https://tyumen.brusnika.ru/flat/67073/";"92,8";"12790000";"14060000";"67073"
"Зарека";"https://tyumen.brusnika.ru/flat/44929/";"112,1";"12790000";"17050000";"44929"
"Зарека";"https://tyumen.brusnika.ru/flat/67281/";"100,7";"12790000";"14060000";"67281"
"Зарека";"https://tyumen.brusnika.ru/flat/67078/";"88";"12800000";"14070000";"67078"
"Республики 205";"https://tyumen.brusnika.ru/flat/54986/";"91,8";"12810000";"16010000";"54986"
"Республики 205";"https://tyumen.brusnika.ru/flat/56391/";"91,9";"12820000";"16030000";"56391"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/70025/";"77,9";"12820000";"16030000";"70025"
"Зарека";"https://tyumen.brusnika.ru/flat/44936/";"112,1";"12820000";"17090000";"44936"
"Речной порт";"https://tyumen.brusnika.ru/flat/67608/";"75,2";"12830000";"16040000";"67608"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66308/";"90,8";"12850000";"15120000";"66308"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60117/";"90,8";"12860000";"15130000";"60117"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52258/";"114,1";"12860000";"16080000";"52258"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52259/";"114";"12860000";"16080000";"52259"
"Зарека";"https://tyumen.brusnika.ru/flat/51620/";"105,3";"12920000";"16150000";"51620"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44375/";"78,1";"12930000";"16160000";"44375"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51753/";"111";"12950000";"16190000";"51753"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52872/";"114,8";"12990000";"16240000";"52872"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60113/";"82,3";"12990000";"15280000";"60113"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52253/";"115";"13010000";"16260000";"52253"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51744/";"115,4";"13020000";"16270000";"51744"
